decklist_id,player_name,place,offense,defense,total_points,total_ls_differential,rank,round_1_opponent,round_1_score,round_1_ls_differential,round_1_player_score,round_1_opponent_score,round_2_opponent,round_2_score,round_2_ls_differential,round_2_player_score,round_2_opponent_score,round_3_opponent,round_3_score,round_3_ls_differential,round_3_player_score,round_3_opponent_score,round_4_opponent,round_4_score,round_4_ls_differential,round_4_player_score,round_4_opponent_score,round_5_opponent,round_5_score,round_5_ls_differential,round_5_player_score,round_5_opponent_score,round_6_opponent,round_6_score,round_6_ls_differential,round_6_player_score,round_6_opponent_score,round_7_opponent,round_7_score,round_7_ls_differential,round_7_player_score,round_7_opponent_score
nats2024_1st_tim_estes.txt,tim_estes,1,nativity,herods,15.0,11,,john_michaliszyn,3.0,2,5,3,jamie_coller,3.0,4,5,1,zach_gilbaugh,0,-1,4,5,jay_chambers,0.0,-2,3,5,micah_rex,3.0,3,5,2,tarun_garcha,3.0,3,5,2,sean_murphy,3.0,2,5,3
nats2024_20th_zach_gilbaugh.txt,zach_gilbaugh,20,clay,herods,12.0,2,,ray_celotto,3.0,3,5,2,emmanuel_echavarria,3.0,3,5,2,tim_estes,3,1,5,4,james_courtney,1.5,0,4,4,jake_antonetz,1.5,0,3,3,jayden_alstad,0.0,-3,2,5,brian_jones,0.0,-2,3,5
nats2024_21st_jacob_arrowood.txt,jacob_arrowood,21,clay,herods,12.0,-1,,kye_murphy,3.0,4,5,1,james_courtney,0.0,-3,2,5,chad_frantz,0,-3,2,5,sergie_creech,3.0,3,5,2,tarun_garcha,0.0,-4,1,5,micah_rex,3.0,1,5,4,bill_voigt,3.0,1,5,4
nats2024_22nd_sean_murphy.txt,sean_murphy,22,clay,herods,12.0,-2,,john_hendrix,0.0,-4,1,5,sergie_creech,3.0,1,5,4,jeff_lemmon,3,3,5,2,andy_fish,0.0,-2,3,5,joshua_chambers,3.0,1,5,4,aiden_reisenbigler,3.0,1,5,4,tim_estes,0.0,-2,3,5
nats2024_23rd_joe_roberts.txt,joe_roberts,23,red,black soul hide,11.0,-2,,charles_johnson,1.5,0,3,3,luke_anderson,0.0,-5,0,5,kye_murphy,2,2,4,2,robin_dermo,3.0,4,5,1,chad_frantz,3.0,1,5,4,jay_chambers,0.0,-4,1,5,tarun_garcha,1.5,0,4,4
nats2024_24th_phillip_anderson.txt,phillip_anderson,24,clay,black/gray soul hide,11.0,-4,,nathan_voigt,2.0,1,4,3,aiden_reisenbigler,0.0,-3,2,5,allen_gonzales,3,2,5,3,mitch_stewart,3.0,1,5,4,john_hendrix,0.0,-3,2,5,andy_fish,3.0,1,5,4,shon_sievers,0.0,-3,2,5
nats2024_25th_luke_anderson.txt,luke_anderson,25,clay,herods,10.5,5,,ryan_greeson,1.5,0,4,4,joe_roberts,3.0,5,5,0,brian_jones,0,-2,3,5,mason_knoy,3.0,2,5,3,jeremy_chambers,0.0,-2,3,5,kevin_mcilrath,3.0,5,5,0,john_hendrix,0.0,-3,2,5
nats2024_26th_tarun_garcha.txt,tarun_garcha,26,clay,herods,10.5,2,,brandon_wade,3.0,4,5,1,micah_rex,0.0,-1,4,5,jay_chambers,0,-3,2,5,john_michaliszyn,3.0,1,5,4,jacob_arrowood,3.0,4,5,1,tim_estes,0.0,-3,2,5,joe_roberts,1.5,0,4,4
nats2024_27th_brandon_wade.txt,brandon_wade,27,priests,babylonians,10.5,0,,tarun_garcha,0.0,-4,1,5,kye_murphy,1.5,0,4,4,nathan_voigt,3,1,5,4,charles_johnson,0.0,-1,4,5,aaron_reisenbigler,3.0,4,5,1,liam_coller,3.0,3,5,2,matt_potratz,0.0,-3,2,5
nats2024_28th_kye_murphy.txt,kye_murphy,28,blue,pale green,10.5,-2,,jacob_arrowood,0.0,-4,1,5,brandon_wade,1.5,0,4,4,joe_roberts,1,-2,2,4,bill_voigt,2.0,2,4,2,liam_coller,0.0,-2,3,5,aaron_reisenbigler,3.0,2,5,3,brandon_swango,3.0,2,5,3
nats2024_29th_jamie_coller.txt,jamie_coller,29,clay,herods,10.5,-3,,liam_coller,3.0,2,5,3,tim_estes,0.0,-4,1,5,dan_rex,3,4,5,1,kevin_mcilrath,3.0,2,5,3,joshua_potratz,0.0,-5,0,5,matt_potratz,1.5,0,4,4,charles_johnson,0.0,-2,3,5
nats2024_2nd_jake_antonetz.txt,jake_antonetz,2,nativity,herods,15.0,5,,aaron_reisenbigler,3.0,3,5,2,joe_andrighetti,1.5,0,4,4,stephen_brooks,3,2,5,3,jonathan_greeson,3.0,3,5,2,zach_gilbaugh,1.5,0,3,3,joshua_potratz,0.0,-4,1,5,jay_chambers,3.0,1,5,4
nats2024_30th_aiden_reisenbigler.txt,aiden_reisenbigler,30,music leader,black soul hide,10.0,5,,jonathan_underwood,2.0,2,4,2,phillip_anderson,3.0,3,5,2,justin_alstad,0,-2,3,5,shon_sievers,0.0,-3,2,5,mitch_stewart,3.0,5,5,0,sean_murphy,0.0,-1,4,5,joshua_chambers,2.0,1,3,2
nats2024_31st_nathan_voigt.txt,nathan_voigt,31,clay,misc,10.0,4,,phillip_anderson,1.0,-1,3,4,matt_potratz,0.0,-1,4,5,brandon_wade,0,-1,4,5,zach_burnham,3.0,2,5,3,jason_ricci,3.0,4,5,1,allen_gonzales,0.0,-1,4,5,joshua_putney,3.0,2,5,3
nats2024_32nd_allen_gonzales.txt,allen_gonzales,32,clay,herods,10.0,0,,joe_andrighetti,0.0,-3,2,5,cooper_knoy,2.0,1,4,3,phillip_anderson,0,-2,3,5,joshua_putney,3.0,3,5,2,dan_rex,2.0,1,3,2,nathan_voigt,3.0,1,5,4,stephen_brooks,0.0,-1,4,5
nats2024_33rd_mason_knoy.txt,mason_knoy,33,silver,demons,10.0,-2,,emmanuel_echavarria,0.0,-4,1,5,neeka_parker,2.0,2,4,2,jonathan_underwood,3,1,5,4,luke_anderson,0.0,-2,3,5,ryan_greeson,2.0,1,4,3,jeff_lemmon,3.0,1,5,4,jonathan_greeson,0.0,-1,4,5
nats2024_34th_mitch_stewart.txt,mitch_stewart,34,wilderness,herods,9.5,-1,,dan_rex,2.0,2,3,1,justin_alstad,0.0,-3,2,5,joshua_putney,3,3,5,2,phillip_anderson,0.0,-1,4,5,aiden_reisenbigler,0.0,-5,0,5,john_michaliszyn,1.5,0,4,4,jonathan_underwood,3.0,3,5,2
nats2024_35th_liam_coller.txt,liam_coller,35,purple,black,9.5,-3,,jamie_coller,0.0,-2,3,5,chad_frantz,0.0,-3,2,5,kayden_lafountain,3,2,5,3,aaron_reisenbigler,1.5,0,4,4,kye_murphy,3.0,2,5,3,brandon_wade,0.0,-3,2,5,kevin_mcilrath,2.0,1,3,2
nats2024_36th_kayden_lafountain.txt,kayden_lafountain,36,clay,herods,9.0,2,,shon_sievers,0.0,-3,2,5,kevin_mcilrath,0.0,-1,4,5,liam_coller,0,-2,3,5,ari_growth,3.0,4,5,1,sergie_creech,3.0,3,5,2,chad_frantz,0.0,-1,4,5,john_michaliszyn,3.0,2,5,3
nats2024_37th_micah_rex.txt,micah_rex,37,clay,herods,9.0,1,,jeff_lemmon,3.0,5,5,0,tarun_garcha,3.0,1,5,4,james_courtney,0,-3,2,5,joshua_potratz,0.0,-2,3,5,tim_estes,0.0,-3,2,5,jacob_arrowood,0.0,-1,4,5,ray_celotto,3.0,4,5,1
nats2024_38th_joshua_chambers.txt,joshua_chambers,38,silver,gray,9.0,-3,,zach_burnham,2.0,1,2,1,ryan_greeson,1.0,-2,2,4,emmanuel_echavarria,0,-4,1,5,ray_celotto,3.0,3,5,2,sean_murphy,0.0,-1,4,5,dan_rex,2.0,1,3,2,aiden_reisenbigler,1.0,-1,2,3
nats2024_39th_andy_fish.txt,andy_fish,39,ruth,gray,9.0,-4,,bye,3.0,-3,-3,0,bill_voigt,3.0,4,5,1,luke_marshall,0,-3,2,5,sean_murphy,3.0,2,5,3,shon_sievers,0.0,-2,3,5,phillip_anderson,0.0,-1,4,5,chad_frantz,0.0,-1,4,5
nats2024_3rd_jayden_alstad.txt,jayden_alstad,3,nativity,thieves,18.0,11,,stephen_coates,3.0,4,5,1,jay_chambers,3.0,1,5,4,joshua_potratz,3,1,5,4,luke_marshall,0.0,-3,2,5,matt_potratz,3.0,1,5,4,zach_gilbaugh,3.0,3,5,2,emmanuel_echavarria,3.0,4,5,1
nats2024_40th_cooper_knoy.txt,cooper_knoy,40,gold,herods,9.0,-4,,jonathan_greeson,0.0,-3,2,5,allen_gonzales,1.0,-1,3,4,jason_ricci,3,2,5,3,stephen_brooks,0.0,-3,2,5,stephen_coates,0.0,-4,1,5,neeka_parker,3.0,4,5,1,jeff_lemmon,2.0,1,4,3
nats2024_41st_stephen_coates.txt,stephen_coates,41,nativity,gray,8.5,-4,,jayden_alstad,0.0,-4,1,5,aaron_reisenbigler,2.0,1,3,2,charles_johnson,0,-3,2,5,jonathan_underwood,2.0,2,4,2,cooper_knoy,3.0,4,5,1,jonathan_greeson,0.0,-4,1,5,dan_rex,1.5,0,2,2
nats2024_42nd_dan_rex.txt,dan_rex,42,blue,black soul hide,8.5,-4,,mitch_stewart,1.0,-2,1,3,jonathan_underwood,2.0,1,3,2,jamie_coller,0,-4,1,5,jeff_lemmon,2.0,3,3,0,allen_gonzales,1.0,-1,2,3,joshua_chambers,1.0,-1,2,3,stephen_coates,1.5,0,2,2
nats2024_43rd_ryan_greeson.txt,ryan_greeson,43,gold,herods,8.5,-4,,luke_anderson,1.5,0,4,4,joshua_chambers,2.0,2,4,2,matt_potratz,1,-1,2,3,jeremy_chambers,0.0,-3,2,5,mason_knoy,1.0,-1,3,4,bill_voigt,0.0,-2,3,5,sergie_creech,3.0,1,5,4
nats2024_44th_kevin_mcilrath.txt,kevin_mcilrath,44,music leader,black,8.5,-6,,luke_marshall,0.0,-3,2,5,kayden_lafountain,3.0,1,5,4,bill_voigt,3,4,5,1,jamie_coller,0.0,-2,3,5,brandon_swango,1.5,0,4,4,luke_anderson,0.0,-5,0,5,liam_coller,1.0,-1,2,3
nats2024_45th_bill_voigt.txt,bill_voigt,45,nativity,black soul hide,8.5,-8,,joshua_putney,3.0,1,5,4,andy_fish,0.0,-4,1,5,kevin_mcilrath,0,-4,1,5,kye_murphy,1.0,-2,2,4,john_michaliszyn,1.5,0,4,4,ryan_greeson,3.0,2,5,3,jacob_arrowood,0.0,-1,4,5
nats2024_46th_jeff_lemmon.txt,jeff_lemmon,46,misc,misc,8.0,-8,,micah_rex,0.0,-5,0,5,ari_growth,3.0,2,5,3,sean_murphy,0,-3,2,5,dan_rex,1.0,-3,0,3,robin_dermo,3.0,3,5,2,mason_knoy,0.0,-1,4,5,cooper_knoy,1.0,-1,3,4
nats2024_47th_zach_burnham.txt,zach_burnham,47,gold,thieves,8.0,-8,,joshua_chambers,1.0,-1,1,2,brian_jones,0.0,-5,0,5,aaron_reisenbigler,1,-1,3,4,nathan_voigt,0.0,-2,3,5,joshua_putney,0.0,-3,2,5,ari_growth,3.0,1,5,4,jason_ricci,3.0,3,5,2
nats2024_48th_brandon_swango.txt,brandon_swango,48,music leader,thieves,7.5,-7,,jason_ricci,3.0,1,5,4,joshua_potratz,0.0,-3,2,5,ray_celotto,3,2,5,3,matt_potratz,0.0,-2,3,5,kevin_mcilrath,1.5,0,4,4,charles_johnson,0.0,-3,2,5,kye_murphy,0.0,-2,3,5
nats2024_49th_joshua_putney.txt,joshua_putney,49,music leader,misc,7.0,-4,,bill_voigt,0.0,-1,4,5,jason_ricci,2.0,1,4,3,mitch_stewart,0,-3,2,5,allen_gonzales,0.0,-3,2,5,zach_burnham,3.0,3,5,2,ray_celotto,2.0,1,4,3,nathan_voigt,0.0,-2,3,5
nats2024_4th_jeremy_chambers.txt,jeremy_chambers,4,clay,herods,16.5,11,,brian_jones,1.5,0,0,0,charles_johnson,3.0,4,5,1,joe_andrighetti,0,-2,3,5,ryan_greeson,3.0,3,5,2,luke_anderson,3.0,2,5,3,john_hendrix,3.0,1,5,4,justin_alstad,3.0,3,5,2
nats2024_50th_neeka_parker.txt,neeka_parker,50,music leader,demons,7.0,-9,,james_courtney,0.0,-4,1,5,mason_knoy,1.0,-2,2,4,john_michaliszyn,0,-2,3,5,jason_ricci,0.0,-3,2,5,ari_growth,3.0,2,5,3,cooper_knoy,0.0,-4,1,5,ari_growth,3.0,4,5,1
nats2024_51st_jonathan_underwood.txt,jonathan_underwood,51,gold,pale green,7.0,-11,,aiden_reisenbigler,1.0,-2,2,4,dan_rex,1.0,-1,2,3,mason_knoy,0,-1,4,5,stephen_coates,1.0,-2,2,4,ray_celotto,1.0,-3,1,4,jason_ricci,3.0,1,5,4,mitch_stewart,0.0,-3,2,5
nats2024_52nd_john_michaliszyn.txt,john_michaliszyn,52,clay,black,6.0,-4,,tim_estes,0.0,-2,3,5,ray_celotto,0.0,-1,4,5,neeka_parker,3,2,5,3,tarun_garcha,0.0,-1,4,5,bill_voigt,1.5,0,4,4,mitch_stewart,1.5,0,4,4,kayden_lafountain,0.0,-2,3,5
nats2024_53rd_sergie_creech.txt,sergie_creech,53,honeypot,gray,6.0,-7,,jay_chambers,0.0,-4,1,5,sean_murphy,0.0,-1,4,5,ari_growth,3,3,5,2,jacob_arrowood,0.0,-3,2,5,kayden_lafountain,0.0,-3,2,5,robin_dermo,3.0,2,5,3,ryan_greeson,0.0,-1,4,5
nats2024_54th_ray_celotto.txt,ray_celotto,54,clay,herods,6.0,-9,,zach_gilbaugh,0.0,-3,2,5,john_michaliszyn,3.0,1,5,4,brandon_swango,0,-2,3,5,joshua_chambers,0.0,-3,2,5,jonathan_underwood,2.0,3,4,1,joshua_putney,1.0,-1,3,4,micah_rex,0.0,-4,1,5
nats2024_55th_aaron_reisenbigler.txt,aaron_reisenbigler,55,clay,herods,6.0,-9,,jake_antonetz,0.0,-3,2,5,stephen_coates,1.0,-1,2,3,zach_burnham,2,1,4,3,liam_coller,1.5,0,4,4,brandon_wade,0.0,-4,1,5,kye_murphy,0.0,-2,3,5,robin_dermo,1.5,0,4,4
nats2024_56th_robin_dermo.txt,robin_dermo,56,music leader,gray,5.5,-12,,kris_hill,3.0,3,5,2,shon_sievers,1.0,-2,2,4,jonathan_greeson,0,-4,1,5,joe_roberts,0.0,-4,1,5,jeff_lemmon,0.0,-3,2,5,sergie_creech,0.0,-2,3,5,aaron_reisenbigler,1.5,0,4,4
nats2024_57th_jason_ricci.txt,jason_ricci,57,misc,demons,4.0,-9,,brandon_swango,0.0,-1,4,5,joshua_putney,1.0,-1,3,4,cooper_knoy,0,-2,3,5,neeka_parker,3.0,3,5,2,nathan_voigt,0.0,-4,1,5,jonathan_underwood,0.0,-1,4,5,zach_burnham,0.0,-3,2,5
nats2024_58th_ari_growth.txt,ari_growth,58,blue,pale green,0.0,-20,,stephen_brooks,0.0,-4,1,5,jeff_lemmon,0.0,-2,3,5,sergie_creech,0,-3,2,5,kayden_lafountain,0.0,-4,1,5,neeka_parker,0.0,-2,3,5,zach_burnham,0.0,-1,4,5,neeka_parker,0.0,-4,1,5
nats2024_5th_luke_marshall.txt,luke_marshall,5,clay,herods,18.5,14,,kevin_mcilrath,3.0,3,5,2,jonathan_greeson,2.0,3,4,1,andy_fish,3,3,5,2,jayden_alstad,3.0,3,5,2,justin_alstad,3.0,1,5,4,james_courtney,3.0,1,5,4,joshua_potratz,1.5,0,0,0
nats2024_6th_joe_andrighetti.txt,joe_andrighetti,6,clay,black/gray,16.5,6,,allen_gonzales,3.0,3,5,2,jake_antonetz,1.5,0,4,4,jeremy_chambers,3,2,5,3,brian_jones,0.0,-4,1,5,charles_johnson,3.0,1,5,4,stephen_brooks,3.0,1,5,4,james_courtney,3.0,3,5,2
nats2024_7th_joshua_potratz.txt,joshua_potratz,7,clay,herods,16.5,14,,chad_frantz,3.0,1,5,4,brandon_swango,3.0,3,5,2,jayden_alstad,0,-1,4,5,micah_rex,3.0,2,5,3,jamie_coller,3.0,5,5,0,jake_antonetz,3.0,4,5,1,luke_marshall,1.5,0,0,0
nats2024_8th_emmanuel_echavarria.txt,emmanuel_echavarria,8,daniel,demons,15.0,5,,mason_knoy,3.0,4,5,1,zach_gilbaugh,0.0,-3,2,5,joshua_chambers,3,4,5,1,chad_frantz,3.0,1,5,4,jay_chambers,3.0,1,5,4,brian_jones,3.0,2,5,3,jayden_alstad,0.0,-4,1,5
nats2024_9th_brian_jones.txt,brian_jones,9,clay,thieves,14.5,10,,jeremy_chambers,1.5,0,0,0,zach_burnham,3.0,5,5,0,luke_anderson,3,2,5,3,joe_andrighetti,3.0,4,5,1,james_courtney,1.0,-1,3,4,emmanuel_echavarria,0.0,-2,3,5,zach_gilbaugh,3.0,2,5,3
